name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,name_2
Al Huqf 001,434,Valid,L4,41.50000,Found,01/01/2000 12:00:00 AM,19.42000,57.18833,"(19.42, 57.18833)",Oman
Al Huqf 002,435,Valid,H5,81.40000,Found,01/01/2000 12:00:00 AM,19.27167,57.38667,"(19.27167, 57.38667)",Oman
Al Huqf 003,436,Valid,L4,115.42000,Found,01/01/2002 12:00:00 AM,19.50695,57.11952,"(19.50695, 57.11952)",Oman
Al Huqf 004,437,Valid,L5,260.22000,Found,01/01/2002 12:00:00 AM,19.54482,57.09807,"(19.54482, 57.09807)",Oman
Al Huqf 005,438,Valid,L6,763.29000,Found,01/01/2002 12:00:00 AM,19.84057,57.00848,"(19.84057, 57.00848)",Oman
Al Huqf 006,439,Valid,L6,1861.21000,Found,01/01/2002 12:00:00 AM,19.84067,57.00842,"(19.84067, 57.00842)",Oman
Al Huqf 007,440,Valid,L5,1042.70000,Found,01/01/2002 12:00:00 AM,19.84128,57.00953,"(19.84128, 57.00953)",Oman
Al Huqf 008,441,Valid,L6,1074.30000,Found,01/01/2002 12:00:00 AM,19.84203,57.00747,"(19.84203, 57.00747)",Oman
Al Huqf 009,442,Valid,H4,39.83000,Found,01/01/2002 12:00:00 AM,19.84230,57.00013,"(19.8423, 57.00013)",Oman
Al Huqf 010,443,Valid,L6,41539.30000,Found,01/01/2002 12:00:00 AM,19.86785,57.00280,"(19.86785, 57.0028)",Oman
Al Huqf 011,444,Valid,L6,8056.00000,Found,01/01/2002 12:00:00 AM,19.86607,57.00320,"(19.86607, 57.0032)",Oman
Al Huqf 012,445,Valid,L6,402.75000,Found,01/01/2003 12:00:00 AM,19.80252,57.32137,"(19.80252, 57.32137)",Oman
Al Huqf 050,35485,Valid,H4,1066.20000,Found,01/01/2002 12:00:00 AM,19.60308,57.03332,"(19.60308, 57.03332)",Oman
Al Huqf 051,35486,Valid,L6,402.75000,Found,01/01/2003 12:00:00 AM,19.80252,57.32137,"(19.80252, 57.32137)",Oman
Al Huqf 052,45822,Valid,H~5,1319.40000,Found,01/01/2001 12:00:00 AM,19.65675,57.04330,"(19.65675, 57.0433)",Oman
Al Huqf 053,45823,Valid,H~5,854.70000,Found,01/01/2001 12:00:00 AM,19.61287,57.27038,"(19.61287, 57.27038)",Oman
Al Huqf 054,45824,Valid,L~6,2936.50000,Found,01/01/2001 12:00:00 AM,19.61612,57.26980,"(19.61612, 57.2698)",Oman
Al Huqf 055,45825,Valid,H4,1865.60000,Found,01/01/2001 12:00:00 AM,19.64073,57.28857,"(19.64073, 57.28857)",Oman
Al Huqf 056,45826,Valid,H5,124.00000,Found,01/01/2001 12:00:00 AM,19.66453,57.33340,"(19.66453, 57.3334)",Oman
Al Huqf 057,45827,Valid,H5,105.30000,Found,01/01/2001 12:00:00 AM,19.53112,57.08427,"(19.53112, 57.08427)",Oman
Al Huqf 058,45828,Valid,L~6,97.70000,Found,01/01/2001 12:00:00 AM,19.34210,57.16930,"(19.3421, 57.1693)",Oman
Al Huqf 059,45829,Valid,L~3,362.70000,Found,01/01/2001 12:00:00 AM,19.31468,57.27343,"(19.31468, 57.27343)",Oman
Al Huqf 060,45830,Valid,L~6,913.10000,Found,01/01/2001 12:00:00 AM,19.40518,57.26818,"(19.40518, 57.26818)",Oman
Al Huqf 062,45831,Valid,H~4,50.70000,Found,01/01/2001 12:00:00 AM,19.40772,57.29878,"(19.40772, 57.29878)",Oman
Al Huqf 063,45832,Valid,L6,591.80000,Found,01/01/2006 12:00:00 AM,19.44533,57.02345,"(19.44533, 57.02345)",Oman
Al Huqf 064,48536,Valid,H4,12834.00000,Found,01/01/2002 12:00:00 AM,19.40412,57.27497,"(19.40412, 57.27497)",Oman
Al Huqf 065,48537,Valid,L6,2084.16000,Found,01/01/2007 12:00:00 AM,19.32092,57.22977,"(19.32092, 57.22977)",Oman
Al Huqf 066,48538,Valid,L4,150.05700,Found,01/01/2007 12:00:00 AM,19.51053,57.12920,"(19.51053, 57.1292)",Oman
Al Huqf 067,51921,Valid,H4,61.60000,Found,01/01/2009 12:00:00 AM,19.22597,57.54063,"(19.22597, 57.54063)",Oman
Al Huqf 068,51922,Valid,L3,165.40000,Found,01/01/2009 12:00:00 AM,19.14025,57.58427,"(19.14025, 57.58427)",Oman
Al Huqf 069,51923,Valid,H4/5,250.50000,Found,01/01/2009 12:00:00 AM,19.26795,57.13412,"(19.26795, 57.13412)",Oman
Al Huqf 070,51937,Valid,L4,2632.80000,Found,01/01/2009 12:00:00 AM,19.18798,57.10978,"(19.18798, 57.10978)",Oman
Al Huwaysah 001,55403,Valid,LL6,3150.50000,Found,01/01/2009 12:00:00 AM,22.80487,55.32742,"(22.80487, 55.32742)",Oman
Al Huwaysah 002,55404,Valid,LL6,690.50000,Found,01/01/2009 12:00:00 AM,22.79853,55.31673,"(22.79853, 55.31673)",Oman
Al Huwaysah 003,55405,Valid,L4-6,273.05000,Found,01/01/2010 12:00:00 AM,22.74862,55.37323,"(22.74862, 55.37323)",Oman
Al Huwaysah 004,55406,Valid,H5,141.51000,Found,01/01/2010 12:00:00 AM,22.74733,55.39522,"(22.74733, 55.39522)",Oman
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.10000,Found,01/01/2010 12:00:00 AM,22.73342,55.33122,"(22.73342, 55.33122)",Oman
Al Huwaysah 006,55407,Valid,L6,16.41000,Found,01/01/2010 12:00:00 AM,22.73743,55.31910,"(22.73743, 55.3191)",Oman
Al Huwaysah 007,55408,Valid,L6,1.56000,Found,01/01/2010 12:00:00 AM,22.73393,55.32040,"(22.73393, 55.3204)",Oman
Al Huwaysah 008,55409,Valid,H4,356.20000,Found,01/01/2010 12:00:00 AM,22.73797,55.32125,"(22.73797, 55.32125)",Oman
Al Huwaysah 009,55410,Valid,H6,3407.80000,Found,01/01/2010 12:00:00 AM,22.75747,55.41402,"(22.75747, 55.41402)",Oman
Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.80000,Found,01/01/2010 12:00:00 AM,22.74868,55.47218,"(22.74868, 55.47218)",Oman
Al Huwaysah 011,55411,Valid,L4-5,112.76000,Found,01/01/2010 12:00:00 AM,22.75978,55.39080,"(22.75978, 55.3908)",Oman
Al Huwaysah 012,55412,Valid,H5,4694.90000,Found,01/01/2010 12:00:00 AM,22.67752,55.34027,"(22.67752, 55.34027)",Oman
Al Huwaysah 013,56408,Valid,H6,55.51000,Found,01/01/2010 12:00:00 AM,22.68423,55.33652,"(22.68423, 55.33652)",Oman
Al Huwaysah 014,55413,Valid,H6,45.52000,Found,01/01/2010 12:00:00 AM,22.68598,55.32092,"(22.68598, 55.32092)",Oman
Al Huwaysah 015,56409,Valid,H6,35.30000,Found,01/01/2010 12:00:00 AM,22.68922,55.32087,"(22.68922, 55.32087)",Oman
Al Huwaysah 016,55414,Valid,H5,1330.90000,Found,01/01/2010 12:00:00 AM,22.69813,55.33360,"(22.69813, 55.3336)",Oman
Al Huwaysah 017,55415,Valid,L6,439.58000,Found,01/01/2010 12:00:00 AM,22.73852,55.36247,"(22.73852, 55.36247)",Oman
Aybut 001,4912,Valid,H6,442.26000,Found,01/01/2002 12:00:00 AM,17.75793,53.99032,"(17.75793, 53.99032)",Oman
Dhofar 001,6700,Valid,L6,46.00000,Found,01/01/1999 12:00:00 AM,18.16500,54.08333,"(18.165, 54.08333)",Oman
Dhofar 002,6701,Valid,L5,36.00000,Found,01/01/1999 12:00:00 AM,18.16667,54.08500,"(18.16667, 54.085)",Oman
Dhofar 003,6702,Valid,H4,65.00000,Found,01/01/1999 12:00:00 AM,18.20167,54.13667,"(18.20167, 54.13667)",Oman
Dhofar 004,6703,Valid,H5,163.00000,Found,01/01/1999 12:00:00 AM,18.42833,54.05333,"(18.42833, 54.05333)",Oman
Dhofar 005,6704,Valid,L6,125500.00000,Found,01/01/2000 12:00:00 AM,18.16667,54.16667,"(18.16667, 54.16667)",Oman
Dhofar 006,6705,Valid,L5,364.50000,Found,01/01/1999 12:00:00 AM,18.13167,54.10833,"(18.13167, 54.10833)",Oman
Dhofar 007,6706,Valid,Eucrite-cm,21270.00000,Found,01/01/1999 12:00:00 AM,18.33500,54.18167,"(18.335, 54.18167)",Oman
Dhofar 008,6707,Valid,L3.3,2200.00000,Found,01/01/1999 12:00:00 AM,18.34167,54.18833,"(18.34167, 54.18833)",Oman
Dhofar 009,6708,Valid,L6,2102.00000,Found,01/01/1999 12:00:00 AM,18.28167,54.11000,"(18.28167, 54.11)",Oman
Dhofar 010,6709,Valid,H6,3527.60000,Found,01/01/1999 12:00:00 AM,18.33833,54.19833,"(18.33833, 54.19833)",Oman
Dhofar 011,6710,Valid,LL7,150.00000,Found,01/01/1999 12:00:00 AM,18.34500,54.19833,"(18.345, 54.19833)",Oman
Dhofar 012,6711,Valid,L4,4472.00000,Found,01/01/2000 12:00:00 AM,18.35833,54.23333,"(18.35833, 54.23333)",Oman
Dhofar 013,6712,Valid,H4,1070.00000,Found,01/01/2000 12:00:00 AM,18.36667,54.23667,"(18.36667, 54.23667)",Oman
Dhofar 014,6713,Valid,LL7,414.00000,Found,01/01/2000 12:00:00 AM,18.24333,54.14167,"(18.24333, 54.14167)",Oman
Dhofar 015,6714,Valid,CK3,184.00000,Found,01/01/2000 12:00:00 AM,18.64333,54.43000,"(18.64333, 54.43)",Oman
Dhofar 016,6715,Valid,H4,22.00000,Found,01/01/2000 12:00:00 AM,18.99333,54.41500,"(18.99333, 54.415)",Oman
Dhofar 017,6716,Valid,H4,1736.00000,Found,01/01/2000 12:00:00 AM,18.16000,54.13833,"(18.16, 54.13833)",Oman
Dhofar 018,6717,Valid,Howardite,833.00000,Found,01/01/2000 12:00:00 AM,18.30167,54.15333,"(18.30167, 54.15333)",Oman
Dhofar 019,6718,Valid,Martian (shergottite),1056.00000,Found,01/01/2000 12:00:00 AM,18.31500,54.14833,"(18.315, 54.14833)",Oman
Dhofar 020,6719,Valid,H4/5,256000.00000,Found,01/01/2000 12:00:00 AM,19.03333,54.51667,"(19.03333, 54.51667)",Oman
Dhofar 021,6720,Valid,H5/6,2534.00000,Found,01/01/2000 12:00:00 AM,18.15333,54.17833,"(18.15333, 54.17833)",Oman
Dhofar 022,6721,Valid,H3.9,110.00000,Found,01/01/2000 12:00:00 AM,19.02833,54.49167,"(19.02833, 54.49167)",Oman
Dhofar 023,6722,Valid,H5,118.00000,Found,01/01/2000 12:00:00 AM,19.07500,54.50000,"(19.075, 54.5)",Oman
Dhofar 024,6723,Valid,H3.9,164.00000,Found,01/01/2000 12:00:00 AM,19.06167,54.55333,"(19.06167, 54.55333)",Oman
Dhofar 025,6724,Valid,Lunar (anorth),751.00000,Found,01/01/2000 12:00:00 AM,18.40333,54.15167,"(18.40333, 54.15167)",Oman
Dhofar 026,6725,Valid,Lunar (anorth),148.00000,Found,01/01/2000 12:00:00 AM,18.22667,54.11167,"(18.22667, 54.11167)",Oman
Dhofar 027,6726,Valid,L6,623.00000,Found,01/01/1999 12:00:00 AM,19.26333,54.72067,"(19.26333, 54.72067)",Oman
Dhofar 028,6727,Valid,H5-6,34.00000,Found,01/01/1999 12:00:00 AM,18.07583,54.06717,"(18.07583, 54.06717)",Oman
Dhofar 029,6728,Valid,H6,2792.00000,Found,01/01/1999 12:00:00 AM,19.10050,54.82350,"(19.1005, 54.8235)",Oman
Dhofar 030,6729,Valid,H6,255.00000,Found,01/01/1999 12:00:00 AM,19.11500,54.82350,"(19.115, 54.8235)",Oman
Dhofar 031,6730,Valid,L6,444.00000,Found,01/01/1999 12:00:00 AM,19.11917,54.81000,"(19.11917, 54.81)",Oman
Dhofar 032,6731,Valid,L6,4002.00000,Found,01/01/1999 12:00:00 AM,19.12200,54.79467,"(19.122, 54.79467)",Oman
Dhofar 033,6732,Valid,L5,218.00000,Found,01/01/1999 12:00:00 AM,19.16933,54.70317,"(19.16933, 54.70317)",Oman
Dhofar 034,6733,Valid,H5,61.00000,Found,01/01/1999 12:00:00 AM,19.23717,54.49000,"(19.23717, 54.49)",Oman
Dhofar 035,6734,Valid,H6,326.00000,Found,01/01/1999 12:00:00 AM,19.16333,54.63667,"(19.16333, 54.63667)",Oman
Dhofar 036,6735,Valid,L6,1587.00000,Found,01/01/1999 12:00:00 AM,19.12750,54.81450,"(19.1275, 54.8145)",Oman
Dhofar 037,6736,Valid,H5,1024.00000,Found,01/01/1999 12:00:00 AM,19.11733,54.79683,"(19.11733, 54.79683)",Oman
Dhofar 038,6737,Valid,H5,126.00000,Found,01/01/1999 12:00:00 AM,19.11167,54.81950,"(19.11167, 54.8195)",Oman
Dhofar 039,6738,Valid,H6,111.00000,Found,01/01/1999 12:00:00 AM,19.11500,54.82367,"(19.115, 54.82367)",Oman
Dhofar 040,6739,Valid,H6,147.00000,Found,01/01/1999 12:00:00 AM,19.11833,54.82783,"(19.11833, 54.82783)",Oman
Dhofar 041,6740,Valid,H5,2356.00000,Found,01/01/1999 12:00:00 AM,19.10067,54.82000,"(19.10067, 54.82)",Oman
Dhofar 042,6741,Valid,L6,148.00000,Found,01/01/1999 12:00:00 AM,19.10200,54.81867,"(19.102, 54.81867)",Oman
Dhofar 043,6742,Valid,H5,1491.00000,Found,01/01/1999 12:00:00 AM,19.10533,54.81283,"(19.10533, 54.81283)",Oman
Dhofar 044,6743,Valid,L5,784.00000,Found,01/01/1999 12:00:00 AM,19.11933,54.79500,"(19.11933, 54.795)",Oman
Dhofar 045,6744,Valid,H6,264.00000,Found,01/01/1999 12:00:00 AM,19.12900,54.78617,"(19.129, 54.78617)",Oman
Dhofar 046,6745,Valid,H4,1177.00000,Found,01/01/1999 12:00:00 AM,19.15750,54.81967,"(19.1575, 54.81967)",Oman
Dhofar 047,6746,Valid,L5/6,102.00000,Found,01/01/1999 12:00:00 AM,19.22183,54.69267,"(19.22183, 54.69267)",Oman
Dhofar 048,6747,Valid,H5,203.00000,Found,01/01/1999 12:00:00 AM,19.14950,54.75550,"(19.1495, 54.7555)",Oman
Dhofar 049,6748,Valid,L4/5,2164.00000,Found,01/01/1999 12:00:00 AM,19.17600,54.84533,"(19.176, 54.84533)",Oman
Dhofar 050,6749,Valid,L5,300.00000,Found,01/01/1999 12:00:00 AM,19.17600,54.87683,"(19.176, 54.87683)",Oman
Dhofar 051,6750,Valid,L5,67.00000,Found,01/01/1999 12:00:00 AM,19.16700,54.86633,"(19.167, 54.86633)",Oman
Dhofar 052,6751,Valid,L6,108.00000,Found,01/01/1999 12:00:00 AM,19.15633,54.82417,"(19.15633, 54.82417)",Oman
Dhofar 053,6752,Valid,H5,90.00000,Found,01/01/1999 12:00:00 AM,19.21083,54.71950,"(19.21083, 54.7195)",Oman
Dhofar 054,6753,Valid,H4,985.00000,Found,01/01/1999 12:00:00 AM,19.14217,54.78683,"(19.14217, 54.78683)",Oman
Dhofar 055,6754,Valid,Eucrite,235.00000,Found,01/01/1999 12:00:00 AM,19.14767,54.77633,"(19.14767, 54.77633)",Oman
Dhofar 056,6755,Valid,H6,37.00000,Found,01/01/1999 12:00:00 AM,19.14783,54.77517,"(19.14783, 54.77517)",Oman
Dhofar 057,6756,Valid,L6,4588.00000,Found,01/01/1999 12:00:00 AM,19.16217,54.76650,"(19.16217, 54.7665)",Oman
Dhofar 058,6757,Valid,H4,8852.00000,Found,01/01/1999 12:00:00 AM,19.17067,54.75967,"(19.17067, 54.75967)",Oman
Dhofar 059,6758,Valid,L6,495.00000,Found,01/01/1999 12:00:00 AM,19.20183,54.73850,"(19.20183, 54.7385)",Oman
Dhofar 060,6759,Valid,H5,33.00000,Found,01/01/1999 12:00:00 AM,19.12750,54.83567,"(19.1275, 54.83567)",Oman
Dhofar 061,6760,Valid,L5,186.00000,Found,01/01/1999 12:00:00 AM,19.17817,54.87500,"(19.17817, 54.875)",Oman
Dhofar 062,6761,Valid,L4/5,275.00000,Found,01/01/1999 12:00:00 AM,19.17833,54.87400,"(19.17833, 54.874)",Oman
Dhofar 063,6762,Valid,H5,160.00000,Found,01/01/1999 12:00:00 AM,19.17867,54.87417,"(19.17867, 54.87417)",Oman
Dhofar 064,6763,Valid,H6,14.00000,Found,01/01/1999 12:00:00 AM,19.13517,54.85650,"(19.13517, 54.8565)",Oman
Dhofar 065,6764,Valid,H5,565.00000,Found,01/01/1999 12:00:00 AM,19.11717,54.82600,"(19.11717, 54.826)",Oman
Dhofar 066,6765,Valid,H5/6,1001.00000,Found,01/01/1999 12:00:00 AM,19.18467,54.67250,"(19.18467, 54.6725)",Oman
Dhofar 067,6766,Valid,H4,229.00000,Found,01/01/1999 12:00:00 AM,19.18217,54.64450,"(19.18217, 54.6445)",Oman
Dhofar 068,6767,Valid,L6,250.00000,Found,01/01/1999 12:00:00 AM,19.19467,54.58133,"(19.19467, 54.58133)",Oman
Dhofar 069,6768,Valid,H4,10083.00000,Found,01/01/1999 12:00:00 AM,19.15867,54.73100,"(19.15867, 54.731)",Oman
Dhofar 070,6769,Valid,L6,89.00000,Found,01/01/1999 12:00:00 AM,19.16633,54.74333,"(19.16633, 54.74333)",Oman
Dhofar 071,6770,Valid,L6,135.00000,Found,01/01/1999 12:00:00 AM,19.15367,54.85367,"(19.15367, 54.85367)",Oman
Dhofar 072,6771,Valid,H5,112.00000,Found,01/01/1999 12:00:00 AM,19.15733,54.86650,"(19.15733, 54.8665)",Oman
Dhofar 073,6772,Valid,H5,161.00000,Found,01/01/1999 12:00:00 AM,19.14867,54.84733,"(19.14867, 54.84733)",Oman
Dhofar 074,6773,Valid,H4,2005.00000,Found,01/01/1999 12:00:00 AM,19.16717,54.78100,"(19.16717, 54.781)",Oman
Dhofar 075,6774,Valid,H5/6,70.00000,Found,01/01/1999 12:00:00 AM,19.10633,54.81883,"(19.10633, 54.81883)",Oman
Dhofar 076,6775,Valid,H6,2876.00000,Found,01/01/1999 12:00:00 AM,19.21767,54.56733,"(19.21767, 54.56733)",Oman
Dhofar 077,6776,Valid,H4,580.00000,Found,01/01/1999 12:00:00 AM,19.16017,54.80350,"(19.16017, 54.8035)",Oman
Dhofar 078,6777,Valid,H6,68.00000,Found,01/01/1999 12:00:00 AM,19.16717,54.78867,"(19.16717, 54.78867)",Oman
Dhofar 079,6778,Valid,H3,130.00000,Found,01/01/1999 12:00:00 AM,19.18367,54.75317,"(19.18367, 54.75317)",Oman
Dhofar 080,6779,Valid,H4,112.00000,Found,01/01/1999 12:00:00 AM,19.23750,54.72000,"(19.2375, 54.72)",Oman
Dhofar 081,6780,Valid,Lunar (anorth),174.00000,Found,01/01/1999 12:00:00 AM,19.32200,54.78267,"(19.322, 54.78267)",Oman
Dhofar 082,6781,Valid,H6,90.00000,Found,01/01/1999 12:00:00 AM,19.20517,54.55767,"(19.20517, 54.55767)",Oman
Dhofar 083,6782,Valid,L4,192.00000,Found,01/01/1999 12:00:00 AM,19.24650,54.66783,"(19.2465, 54.66783)",Oman
Dhofar 084,6783,Valid,L6,38.00000,Found,01/01/1999 12:00:00 AM,19.26583,54.69767,"(19.26583, 54.69767)",Oman
Dhofar 085,6784,Valid,H4,78.00000,Found,01/01/1999 12:00:00 AM,19.21233,54.84750,"(19.21233, 54.8475)",Oman
Dhofar 086,6785,Valid,H4,664.00000,Found,01/01/1999 12:00:00 AM,19.23233,54.81117,"(19.23233, 54.81117)",Oman
Dhofar 087,6786,Valid,L6,340.00000,Found,01/01/1999 12:00:00 AM,19.29467,54.71117,"(19.29467, 54.71117)",Oman
Dhofar 088,6787,Valid,L6,36.00000,Found,01/01/1999 12:00:00 AM,19.30400,54.69550,"(19.304, 54.6955)",Oman
Dhofar 089,6788,Valid,H6,152.00000,Found,01/01/1999 12:00:00 AM,19.22367,54.81100,"(19.22367, 54.811)",Oman
Dhofar 090,6789,Valid,H4,690.00000,Found,01/01/1999 12:00:00 AM,18.26117,54.32483,"(18.26117, 54.32483)",Oman
Dhofar 091,6790,Valid,H5,946.00000,Found,01/01/1999 12:00:00 AM,18.32967,54.48050,"(18.32967, 54.4805)",Oman
Dhofar 092,6791,Valid,L6,54.00000,Found,01/01/1999 12:00:00 AM,18.63950,54.54000,"(18.6395, 54.54)",Oman
Dhofar 093,6792,Valid,L6,220.00000,Found,01/01/1999 12:00:00 AM,18.64250,54.54200,"(18.6425, 54.542)",Oman
Dhofar 094,6793,Valid,L5,4395.00000,Found,01/01/1999 12:00:00 AM,18.66500,54.56667,"(18.665, 54.56667)",Oman
Dhofar 095,6794,Valid,H3,1095.00000,Found,01/01/1999 12:00:00 AM,18.67917,54.58783,"(18.67917, 54.58783)",Oman
Dhofar 096,6795,Valid,L5,640.00000,Found,01/01/1999 12:00:00 AM,18.66517,54.56350,"(18.66517, 54.5635)",Oman
Dhofar 097,6796,Valid,H4,44.00000,Found,01/01/1999 12:00:00 AM,18.73683,54.51133,"(18.73683, 54.51133)",Oman
Dhofar 098,6797,Valid,H5,1185.00000,Found,01/01/1999 12:00:00 AM,18.75500,54.50833,"(18.755, 54.50833)",Oman
Dhofar 099,6798,Valid,L5,504.00000,Found,01/01/1999 12:00:00 AM,18.85700,54.48533,"(18.857, 54.48533)",Oman
Dhofar 100,6799,Valid,L5,2551.00000,Found,01/01/1999 12:00:00 AM,18.90967,54.47650,"(18.90967, 54.4765)",Oman
Dhofar 1000,6800,Valid,H4,527.35000,Found,01/01/1998 12:00:00 AM,18.48778,54.18085,"(18.48778, 54.18085)",Oman
Dhofar 1001,6801,Valid,L6,606.97000,Found,01/01/1998 12:00:00 AM,18.55577,54.00077,"(18.55577, 54.00077)",Oman
Dhofar 1002,6802,Valid,L6,61.82000,Found,01/01/2001 12:00:00 AM,18.55905,54.09825,"(18.55905, 54.09825)",Oman
Dhofar 1003,6803,Valid,H5,7.61000,Found,01/01/2001 12:00:00 AM,18.92655,54.26240,"(18.92655, 54.2624)",Oman
Dhofar 1004,6804,Valid,H3,113.68000,Found,01/01/2001 12:00:00 AM,19.04480,54.50738,"(19.0448, 54.50738)",Oman
Dhofar 1005,6805,Valid,H3,35.37000,Found,01/01/2001 12:00:00 AM,19.06285,54.49708,"(19.06285, 54.49708)",Oman
Dhofar 1006,6806,Valid,L6,155.67000,Found,01/01/2002 12:00:00 AM,18.54293,54.00107,"(18.54293, 54.00107)",Oman
Dhofar 1007,6807,Valid,L4,87.77000,Found,01/01/2003 12:00:00 AM,18.54530,54.02017,"(18.5453, 54.02017)",Oman
Dhofar 1008,6808,Valid,L5,76.45000,Found,01/01/2002 12:00:00 AM,18.54872,54.02702,"(18.54872, 54.02702)",Oman
Dhofar 1009,6809,Valid,L4,334.23000,Found,01/01/2003 12:00:00 AM,18.55390,54.01315,"(18.5539, 54.01315)",Oman
Dhofar 101,6810,Valid,L6,386.00000,Found,01/01/1999 12:00:00 AM,18.92250,54.47450,"(18.9225, 54.4745)",Oman
Dhofar 1010,6811,Valid,H4,2298.40000,Found,01/01/2002 12:00:00 AM,18.55417,54.00253,"(18.55417, 54.00253)",Oman
Dhofar 1011,6812,Valid,L3,292.80000,Found,01/01/2002 12:00:00 AM,18.55478,54.04272,"(18.55478, 54.04272)",Oman
Dhofar 1012,6813,Valid,L6,144.87000,Found,01/01/2002 12:00:00 AM,18.55492,54.02930,"(18.55492, 54.0293)",Oman
Dhofar 1013,6814,Valid,L4,194.05000,Found,01/01/2003 12:00:00 AM,18.55520,54.01572,"(18.5552, 54.01572)",Oman
Dhofar 1014,6815,Valid,L4,298.27000,Found,01/01/2002 12:00:00 AM,18.55673,54.00083,"(18.55673, 54.00083)",Oman
Dhofar 1015,6816,Valid,EH4,63.53000,Found,01/01/2002 12:00:00 AM,18.55907,54.08162,"(18.55907, 54.08162)",Oman
Dhofar 1016,6817,Valid,L5,125.21000,Found,01/01/2003 12:00:00 AM,18.55942,54.04513,"(18.55942, 54.04513)",Oman
Dhofar 1017,6818,Valid,H4,273.30000,Found,01/01/2002 12:00:00 AM,19.17203,54.79462,"(19.17203, 54.79462)",Oman
Dhofar 1018,6819,Valid,H5,506.00000,Found,01/01/2001 12:00:00 AM,18.71522,54.37633,"(18.71522, 54.37633)",Oman
Dhofar 1019,6820,Valid,H5/6,194.00000,Found,01/01/2001 12:00:00 AM,18.72603,54.37865,"(18.72603, 54.37865)",Oman
Dhofar 102,6821,Valid,L6,394.00000,Found,01/01/1999 12:00:00 AM,18.92967,54.47117,"(18.92967, 54.47117)",Oman
Dhofar 1020,6822,Valid,H6,105.00000,Found,01/01/2001 12:00:00 AM,18.73693,54.47907,"(18.73693, 54.47907)",Oman
Dhofar 1021,6823,Valid,L3,61.00000,Found,01/01/2001 12:00:00 AM,18.73293,54.58742,"(18.73293, 54.58742)",Oman
Dhofar 1022,6824,Valid,H(L)3-an,271.00000,Found,01/01/2001 12:00:00 AM,19.24968,54.65495,"(19.24968, 54.65495)",Oman
Dhofar 1023,6825,Valid,L(LL)3,69.70000,Found,01/01/2001 12:00:00 AM,19.28813,54.52832,"(19.28813, 54.52832)",Oman
Dhofar 1024,6826,Valid,H5/6,1173.00000,Found,01/01/2002 12:00:00 AM,19.30618,54.49478,"(19.30618, 54.49478)",Oman
Dhofar 1025,6827,Valid,L6,39.00000,Found,01/01/2002 12:00:00 AM,19.30875,54.50178,"(19.30875, 54.50178)",Oman
Dhofar 1026,6828,Valid,H6,10500.00000,Found,01/01/2003 12:00:00 AM,18.65952,54.24630,"(18.65952, 54.2463)",Oman
Dhofar 1027,6829,Valid,H5/6,14944.00000,Found,01/01/2003 12:00:00 AM,18.66003,54.24553,"(18.66003, 54.24553)",Oman
Dhofar 1028,6830,Valid,L5,183.10000,Found,01/01/2003 12:00:00 AM,18.65695,54.23873,"(18.65695, 54.23873)",Oman
Dhofar 1029,6831,Valid,H5,2516.20000,Found,01/01/2003 12:00:00 AM,18.39818,54.07842,"(18.39818, 54.07842)",Oman
Dhofar 103,6832,Valid,L4,188.00000,Found,01/01/1999 12:00:00 AM,18.97917,54.46450,"(18.97917, 54.4645)",Oman
Dhofar 1030,6833,Valid,H5,281.10000,Found,01/01/2003 12:00:00 AM,19.33263,54.77822,"(19.33263, 54.77822)",Oman
Dhofar 1031,6834,Valid,L5,492.60000,Found,01/01/2003 12:00:00 AM,19.33503,54.79092,"(19.33503, 54.79092)",Oman
Dhofar 1032,6835,Valid,L4/5,81.10000,Found,01/01/2003 12:00:00 AM,18.42850,54.17082,"(18.4285, 54.17082)",Oman
Dhofar 1033,6836,Valid,H6,67.80000,Found,01/01/2003 12:00:00 AM,18.73963,54.26533,"(18.73963, 54.26533)",Oman
Dhofar 1034,6837,Valid,L6,489.80000,Found,01/01/2003 12:00:00 AM,19.31025,54.75487,"(19.31025, 54.75487)",Oman
Dhofar 1035,6838,Valid,H(L)3,420.10000,Found,01/01/2003 12:00:00 AM,18.69942,54.26510,"(18.69942, 54.2651)",Oman
Dhofar 1036,6839,Valid,LL6,61.50000,Found,01/01/2003 12:00:00 AM,19.33615,54.79160,"(19.33615, 54.7916)",Oman
Dhofar 1037,6840,Valid,H5/6,26.40000,Found,01/01/2003 12:00:00 AM,19.30088,54.63938,"(19.30088, 54.63938)",Oman
Dhofar 1038,6841,Valid,L6,886.20000,Found,01/01/2003 12:00:00 AM,19.30455,54.63157,"(19.30455, 54.63157)",Oman
Dhofar 1039,6842,Valid,H6,296.00000,Found,01/01/2000 12:00:00 AM,18.33045,54.52680,"(18.33045, 54.5268)",Oman
Dhofar 104,6843,Valid,L6,654.00000,Found,01/01/1999 12:00:00 AM,19.29467,54.71317,"(19.29467, 54.71317)",Oman
Dhofar 1040,6844,Valid,H5,361.00000,Found,01/01/2000 12:00:00 AM,18.78640,54.62955,"(18.7864, 54.62955)",Oman
