name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,name_2
Sayh al Uhaymir 140,23332,Valid,L4/5,2517.00000,Found,01/01/2001 12:00:00 AM,21.20769,57.21136,"(21.20769, 57.21136)",Oman
Sayh al Uhaymir 141,23333,Valid,H5,9.87000,Found,01/01/2002 12:00:00 AM,21.06289,57.31561,"(21.06289, 57.31561)",Oman
Sayh al Uhaymir 142,23334,Valid,L4,137.36000,Found,01/01/2002 12:00:00 AM,21.04264,57.29767,"(21.04264, 57.29767)",Oman
Sayh al Uhaymir 143,23335,Valid,L4,142.43000,Found,01/01/2002 12:00:00 AM,21.05703,57.29972,"(21.05703, 57.29972)",Oman
Sayh al Uhaymir 144,23336,Valid,L5,135.20000,Found,01/01/2002 12:00:00 AM,21.00742,57.26658,"(21.00742, 57.26658)",Oman
Sayh al Uhaymir 145,23337,Valid,H5,70.29000,Found,01/01/2002 12:00:00 AM,21.04833,57.30917,"(21.04833, 57.30917)",Oman
Sayh al Uhaymir 146,23338,Valid,H4,33.25000,Found,01/01/2002 12:00:00 AM,21.05158,57.31144,"(21.05158, 57.31144)",Oman
Sayh al Uhaymir 147,23339,Valid,H/L4,87.00000,Found,01/01/2002 12:00:00 AM,21.04636,57.31033,"(21.04636, 57.31033)",Oman
Sayh al Uhaymir 148,23340,Valid,L4,131.50000,Found,01/01/2002 12:00:00 AM,21.03908,57.31017,"(21.03908, 57.31017)",Oman
Sayh al Uhaymir 149,23341,Valid,H4,19.55000,Found,01/01/2002 12:00:00 AM,21.03858,57.29383,"(21.03858, 57.29383)",Oman
Sayh al Uhaymir 150,23342,Valid,Martian (shergottite),107.70000,Found,01/01/2002 12:00:00 AM,20.99203,57.31992,"(20.99203, 57.31992)",Oman
Sayh al Uhaymir 151,23343,Valid,L4/5,87.90000,Found,01/01/2002 12:00:00 AM,21.03722,57.29019,"(21.03722, 57.29019)",Oman
Sayh al Uhaymir 152,23344,Valid,L4,963.00000,Found,01/01/2002 12:00:00 AM,21.03692,57.28989,"(21.03692, 57.28989)",Oman
Sayh al Uhaymir 153,23345,Valid,L4/5,103.28000,Found,01/01/2002 12:00:00 AM,21.03800,57.29283,"(21.038, 57.29283)",Oman
Sayh al Uhaymir 154,33994,Valid,H4,19.34000,Found,01/01/2002 12:00:00 AM,21.05172,57.23795,"(21.05172, 57.23795)",Oman
Sayh al Uhaymir 155,33995,Valid,H4,217.00000,Found,01/01/2002 12:00:00 AM,20.99872,57.32500,"(20.99872, 57.325)",Oman
Sayh al Uhaymir 156,33996,Valid,L6,16.60000,Found,01/01/2002 12:00:00 AM,21.06750,57.27220,"(21.0675, 57.2722)",Oman
Sayh al Uhaymir 157,33997,Valid,L-melt rock,8.88000,Found,01/01/2002 12:00:00 AM,21.06572,57.26358,"(21.065717, 57.263583)",Oman
Sayh al Uhaymir 159,23346,Valid,H4,163.00000,Found,01/01/2001 12:00:00 AM,21.01717,57.32033,"(21.01717, 57.32033)",Oman
Sayh al Uhaymir 160,23347,Valid,L6,185.00000,Found,01/01/2000 12:00:00 AM,20.09000,56.70290,"(20.09, 56.7029)",Oman
Sayh al Uhaymir 161,23348,Valid,H6,263.00000,Found,01/01/2000 12:00:00 AM,20.09000,56.72048,"(20.09, 56.72048)",Oman
Sayh al Uhaymir 162,23349,Valid,L6,38.00000,Found,01/01/2000 12:00:00 AM,20.07000,56.72373,"(20.07, 56.72373)",Oman
Sayh al Uhaymir 163,23350,Valid,H5,1877.30000,Found,01/01/2001 12:00:00 AM,21.03703,57.32685,"(21.03703, 57.32685)",Oman
Sayh al Uhaymir 164,23351,Valid,H6,331.47000,Found,01/01/2001 12:00:00 AM,20.98353,57.20102,"(20.98353, 57.20102)",Oman
Sayh al Uhaymir 165,23352,Valid,L5,457.15000,Found,01/01/2001 12:00:00 AM,21.02018,57.21147,"(21.02018, 57.21147)",Oman
Sayh al Uhaymir 166,23353,Valid,H5,385.20000,Found,01/01/2001 12:00:00 AM,21.02063,57.21310,"(21.02063, 57.2131)",Oman
Sayh al Uhaymir 167,23354,Valid,L6,68.04000,Found,01/01/2001 12:00:00 AM,21.16788,56.54137,"(21.16788, 56.54137)",Oman
Sayh al Uhaymir 168,23355,Valid,H4,24.73000,Found,01/01/2001 12:00:00 AM,21.10517,56.99630,"(21.10517, 56.9963)",Oman
Sayh al Uhaymir 169,23356,Valid,Lunar (anorth),206.45000,Found,01/01/2002 12:00:00 AM,20.57318,57.32333,"(20.57318, 57.32333)",Oman
Sayh al Uhaymir 170,31319,Valid,H5,570.00000,Found,01/01/2004 12:00:00 AM,20.96600,57.32550,"(20.966, 57.3255)",Oman
Sayh al Uhaymir 171,31320,Valid,H5,745.00000,Found,01/01/2002 12:00:00 AM,21.01333,57.31833,"(21.01333, 57.31833)",Oman
Sayh al Uhaymir 172,31321,Valid,H6,1913.00000,Found,01/01/2002 12:00:00 AM,20.99333,57.28000,"(20.99333, 57.28)",Oman
Sayh al Uhaymir 173,31322,Valid,L6,690.00000,Found,01/01/2004 12:00:00 AM,21.05517,57.29750,"(21.05517, 57.2975)",Oman
Sayh al Uhaymir 174,31323,Valid,L6,207.00000,Found,01/01/2004 12:00:00 AM,21.06445,57.29923,"(21.06445, 57.29923)",Oman
Sayh al Uhaymir 175,31324,Valid,L6,622.00000,Found,01/01/2004 12:00:00 AM,20.57300,56.70257,"(20.573, 56.70257)",Oman
Sayh al Uhaymir 176,33999,Valid,H6,19.00000,Found,01/01/2001 12:00:00 AM,21.04833,57.25833,"(21.04833, 57.25833)",Oman
Sayh al Uhaymir 177,34000,Valid,LL6,48.00000,Found,01/01/2001 12:00:00 AM,20.99500,57.32500,"(20.995, 57.325)",Oman
Sayh al Uhaymir 180,31325,Valid,L4,556.00000,Found,01/01/2004 12:00:00 AM,20.54817,56.67931,"(20.54817, 56.67931)",Oman
Sayh al Uhaymir 182,34004,Valid,L~4,1320.00000,Found,01/01/2003 12:00:00 AM,20.72112,57.12690,"(20.72112, 57.1269)",Oman
Sayh al Uhaymir 183,31326,Valid,H5,38.50000,Found,01/01/2003 12:00:00 AM,20.17620,56.51983,"(20.1762, 56.51983)",Oman
Sayh al Uhaymir 184,23357,Valid,L6,226.22000,Found,01/01/2002 12:00:00 AM,20.47633,57.36013,"(20.47633, 57.36013)",Oman
Sayh al Uhaymir 185,23358,Valid,H/L4-5,1575.30000,Found,01/01/2002 12:00:00 AM,20.51485,57.27738,"(20.51485, 57.27738)",Oman
Sayh al Uhaymir 186,23359,Valid,H4-6,3166.74000,Found,01/01/2002 12:00:00 AM,20.56455,57.17792,"(20.56455, 57.17792)",Oman
Sayh al Uhaymir 187,23360,Valid,L4-5,4211.00000,Found,01/01/2002 12:00:00 AM,20.56945,57.32167,"(20.56945, 57.32167)",Oman
Sayh al Uhaymir 188,23361,Valid,EL4,127.92000,Found,01/01/2002 12:00:00 AM,20.58770,57.09752,"(20.5877, 57.09752)",Oman
Sayh al Uhaymir 189,23362,Valid,LL7,694.90000,Found,01/01/2002 12:00:00 AM,20.60242,57.37903,"(20.60242, 57.37903)",Oman
Sayh al Uhaymir 190,23363,Valid,L5,262.00000,Found,01/01/2001 12:00:00 AM,20.86333,56.20333,"(20.86333, 56.20333)",Oman
Sayh al Uhaymir 191,23364,Valid,H6,284.83000,Found,01/01/2002 12:00:00 AM,20.96595,57.32455,"(20.96595, 57.32455)",Oman
Sayh al Uhaymir 192,23365,Valid,H6,349.28000,Found,01/01/2002 12:00:00 AM,20.96597,57.32570,"(20.96597, 57.3257)",Oman
Sayh al Uhaymir 193,23366,Valid,L4,52.00000,Found,01/01/2001 12:00:00 AM,20.86350,56.20350,"(20.8635, 56.2035)",Oman
Sayh al Uhaymir 194,23367,Valid,L6,198.36000,Found,01/01/2001 12:00:00 AM,21.03578,57.32825,"(21.03578, 57.32825)",Oman
Sayh al Uhaymir 195,23368,Valid,H5,48.09000,Found,01/01/2002 12:00:00 AM,21.03963,57.31085,"(21.03963, 57.31085)",Oman
Sayh al Uhaymir 196,23369,Valid,L6,407.77000,Found,01/01/2002 12:00:00 AM,21.04300,57.34307,"(21.043, 57.34307)",Oman
Sayh al Uhaymir 197,23370,Valid,L6,34.69000,Found,01/01/2002 12:00:00 AM,21.06262,57.27380,"(21.06262, 57.2738)",Oman
Sayh al Uhaymir 198,23371,Valid,L6,36.03000,Found,01/01/2002 12:00:00 AM,21.06262,57.27422,"(21.06262, 57.27422)",Oman
Sayh al Uhaymir 199,23372,Valid,L6,75.13000,Found,01/01/2002 12:00:00 AM,21.06528,57.28040,"(21.06528, 57.2804)",Oman
Sayh al Uhaymir 200,23373,Valid,L6,16.08000,Found,01/01/2002 12:00:00 AM,21.06722,57.28345,"(21.06722, 57.28345)",Oman
Sayh al Uhaymir 201,23374,Valid,L6,44.71000,Found,01/01/2002 12:00:00 AM,21.06963,57.29123,"(21.06963, 57.29123)",Oman
Sayh al Uhaymir 202,23375,Valid,CV3,335.86000,Found,01/01/2001 12:00:00 AM,21.07087,57.31117,"(21.07087, 57.31117)",Oman
Sayh al Uhaymir 203,23376,Valid,L6,22.79000,Found,01/01/2002 12:00:00 AM,21.07102,57.29485,"(21.07102, 57.29485)",Oman
Sayh al Uhaymir 204,23377,Valid,H5,139.96000,Found,01/01/1998 12:00:00 AM,21.08350,57.25275,"(21.0835, 57.25275)",Oman
Sayh al Uhaymir 205,23378,Valid,L6,137.80000,Found,01/01/2002 12:00:00 AM,20.00400,56.76202,"(20.004, 56.76202)",Oman
Sayh al Uhaymir 206,23379,Valid,H4-5,76.04000,Found,01/01/2003 12:00:00 AM,20.19485,57.20220,"(20.19485, 57.2022)",Oman
Sayh al Uhaymir 207,23380,Valid,H4,606.92000,Found,01/01/2002 12:00:00 AM,20.20125,56.96143,"(20.20125, 56.96143)",Oman
Sayh al Uhaymir 208,23381,Valid,H4,48.65000,Found,01/01/2003 12:00:00 AM,20.29502,56.50755,"(20.29502, 56.50755)",Oman
Sayh al Uhaymir 209,23382,Valid,H5,5585.00000,Found,01/01/2002 12:00:00 AM,20.33168,57.24740,"(20.33168, 57.2474)",Oman
Sayh al Uhaymir 210,23383,Valid,L6,97.27000,Found,01/01/2003 12:00:00 AM,20.03577,57.22038,"(20.03577, 57.22038)",Oman
Sayh al Uhaymir 211,23384,Valid,H4,319.00000,Found,01/01/2002 12:00:00 AM,20.36858,56.88668,"(20.36858, 56.88668)",Oman
Sayh al Uhaymir 212,23385,Valid,L5,2027.06000,Found,01/01/2002 12:00:00 AM,20.40277,57.03740,"(20.40277, 57.0374)",Oman
Sayh al Uhaymir 213,23386,Valid,H4,187.50000,Found,01/01/2002 12:00:00 AM,20.41437,57.06578,"(20.41437, 57.06578)",Oman
Sayh al Uhaymir 214,23387,Valid,L5,1081.80000,Found,01/01/2003 12:00:00 AM,20.42087,57.35927,"(20.42087, 57.35927)",Oman
Sayh al Uhaymir 215,23388,Valid,H5,188.38000,Found,01/01/2003 12:00:00 AM,20.42422,56.56185,"(20.42422, 56.56185)",Oman
Sayh al Uhaymir 216,23389,Valid,H4,29.87000,Found,01/01/2002 12:00:00 AM,20.42742,57.10297,"(20.42742, 57.10297)",Oman
Sayh al Uhaymir 217,23390,Valid,H5,181.26000,Found,01/01/2003 12:00:00 AM,20.43342,56.58717,"(20.43342, 56.58717)",Oman
Sayh al Uhaymir 218,23391,Valid,L4,86.33000,Found,01/01/2002 12:00:00 AM,20.44247,57.23295,"(20.44247, 57.23295)",Oman
Sayh al Uhaymir 219,23392,Valid,H4,2934.00000,Found,01/01/2002 12:00:00 AM,20.48407,56.94290,"(20.48407, 56.9429)",Oman
Sayh al Uhaymir 220,23393,Valid,H3,185.36000,Found,01/01/2002 12:00:00 AM,20.48530,57.21425,"(20.4853, 57.21425)",Oman
Sayh al Uhaymir 221,23394,Valid,L5,1945.35000,Found,01/01/2002 12:00:00 AM,20.48933,57.40063,"(20.48933, 57.40063)",Oman
Sayh al Uhaymir 222,23395,Valid,L6,77.78000,Found,01/01/2002 12:00:00 AM,20.49042,57.39355,"(20.49042, 57.39355)",Oman
Sayh al Uhaymir 223,23396,Valid,L5,2309.20000,Found,01/01/2002 12:00:00 AM,20.49133,57.36952,"(20.49133, 57.36952)",Oman
Sayh al Uhaymir 224,23397,Valid,L5,688.10000,Found,01/01/2002 12:00:00 AM,20.49350,57.25187,"(20.4935, 57.25187)",Oman
Sayh al Uhaymir 225,23398,Valid,H4,306.69000,Found,01/01/2002 12:00:00 AM,20.06035,56.94918,"(20.06035, 56.94918)",Oman
Sayh al Uhaymir 226,23399,Valid,H6,93.47000,Found,01/01/2002 12:00:00 AM,20.06255,56.95327,"(20.06255, 56.95327)",Oman
Sayh al Uhaymir 227,23400,Valid,H4-6,646.10000,Found,01/01/2002 12:00:00 AM,20.50052,57.27052,"(20.50052, 57.27052)",Oman
Sayh al Uhaymir 228,23401,Valid,H6,450.93000,Found,01/01/2002 12:00:00 AM,20.50222,57.37372,"(20.50222, 57.37372)",Oman
Sayh al Uhaymir 229,23402,Valid,H6,149.00000,Found,01/01/2002 12:00:00 AM,20.50772,57.15127,"(20.50772, 57.15127)",Oman
Sayh al Uhaymir 230,23403,Valid,L6,711.20000,Found,01/01/2002 12:00:00 AM,20.51168,57.31843,"(20.51168, 57.31843)",Oman
Sayh al Uhaymir 231,23404,Valid,L4,307.28000,Found,01/01/2002 12:00:00 AM,20.51322,57.36757,"(20.51322, 57.36757)",Oman
Sayh al Uhaymir 232,23405,Valid,H5,60.92000,Found,01/01/2002 12:00:00 AM,20.51677,57.36510,"(20.51677, 57.3651)",Oman
Sayh al Uhaymir 233,23406,Valid,H4,74.76000,Found,01/01/2002 12:00:00 AM,20.52627,57.38598,"(20.52627, 57.38598)",Oman
Sayh al Uhaymir 234,23407,Valid,L6,647.70000,Found,01/01/2002 12:00:00 AM,20.53975,57.30675,"(20.53975, 57.30675)",Oman
Sayh al Uhaymir 235,23408,Valid,L6,2370.06000,Found,01/01/2002 12:00:00 AM,20.54182,57.19892,"(20.54182, 57.19892)",Oman
Sayh al Uhaymir 236,23409,Valid,H6,210.49000,Found,01/01/2002 12:00:00 AM,20.54373,57.12850,"(20.54373, 57.1285)",Oman
Sayh al Uhaymir 237,23410,Valid,L5,431.90000,Found,01/01/2002 12:00:00 AM,20.55362,57.32433,"(20.55362, 57.32433)",Oman
Sayh al Uhaymir 238,23411,Valid,L4,3436.00000,Found,01/01/2002 12:00:00 AM,20.55617,57.31000,"(20.55617, 57.31)",Oman
Sayh al Uhaymir 239,23412,Valid,L4,2094.80000,Found,01/01/2003 12:00:00 AM,20.55683,56.84740,"(20.55683, 56.8474)",Oman
Sayh al Uhaymir 240,23413,Valid,H4/5,341.65000,Found,01/01/2002 12:00:00 AM,20.56093,57.33260,"(20.56093, 57.3326)",Oman
Sayh al Uhaymir 241,23414,Valid,H4-6,1391.80000,Found,01/01/2002 12:00:00 AM,20.56233,57.37607,"(20.56233, 57.37607)",Oman
Sayh al Uhaymir 242,23415,Valid,L4,2737.00000,Found,01/01/2003 12:00:00 AM,20.56275,57.28570,"(20.56275, 57.2857)",Oman
Sayh al Uhaymir 243,23416,Valid,H5,419.16000,Found,01/01/2002 12:00:00 AM,20.56565,57.35830,"(20.56565, 57.3583)",Oman
Sayh al Uhaymir 244,23417,Valid,H4-6,63.05000,Found,01/01/2002 12:00:00 AM,20.56800,57.37422,"(20.568, 57.37422)",Oman
Sayh al Uhaymir 245,23418,Valid,L6,566.65000,Found,01/01/2002 12:00:00 AM,20.57268,57.36938,"(20.57268, 57.36938)",Oman
Sayh al Uhaymir 246,23419,Valid,H3/4,614.43000,Found,01/01/2002 12:00:00 AM,20.57935,57.18480,"(20.57935, 57.1848)",Oman
Sayh al Uhaymir 247,23420,Valid,L6,183.08000,Found,01/01/2002 12:00:00 AM,20.57965,57.18483,"(20.57965, 57.18483)",Oman
Sayh al Uhaymir 248,23421,Valid,L6,773.90000,Found,01/01/2003 12:00:00 AM,20.58103,57.40295,"(20.58103, 57.40295)",Oman
Sayh al Uhaymir 249,23422,Valid,H5,486.21000,Found,01/01/2002 12:00:00 AM,20.58280,57.36067,"(20.5828, 57.36067)",Oman
Sayh al Uhaymir 250,23423,Valid,H4-6,16200.00000,Found,01/01/2003 12:00:00 AM,20.58298,57.31650,"(20.58298, 57.3165)",Oman
Sayh al Uhaymir 251,23424,Valid,L6,485.92000,Found,01/01/2003 12:00:00 AM,20.58747,57.35292,"(20.58747, 57.35292)",Oman
Sayh al Uhaymir 252,23425,Valid,H4/5,22.56000,Found,01/01/2002 12:00:00 AM,20.59093,57.19753,"(20.59093, 57.19753)",Oman
Sayh al Uhaymir 253,23426,Valid,H5,2128.90000,Found,01/01/2002 12:00:00 AM,20.59637,57.16163,"(20.59637, 57.16163)",Oman
Sayh al Uhaymir 254,23427,Valid,L6,964.19000,Found,01/01/2002 12:00:00 AM,20.59890,57.02047,"(20.5989, 57.02047)",Oman
Sayh al Uhaymir 255,23428,Valid,L6,461.13000,Found,01/01/2003 12:00:00 AM,20.59958,57.37525,"(20.59958, 57.37525)",Oman
Sayh al Uhaymir 256,23429,Valid,H5,392.50000,Found,01/01/2002 12:00:00 AM,20.60063,57.15925,"(20.60063, 57.15925)",Oman
Sayh al Uhaymir 257,23430,Valid,H5,175.12000,Found,01/01/2003 12:00:00 AM,20.60505,57.32175,"(20.60505, 57.32175)",Oman
Sayh al Uhaymir 258,23431,Valid,L6,3864.21000,Found,01/01/2002 12:00:00 AM,20.61327,57.33912,"(20.61327, 57.33912)",Oman
Sayh al Uhaymir 259,23432,Valid,H4,1415.13000,Found,01/01/2002 12:00:00 AM,20.62270,56.94792,"(20.6227, 56.94792)",Oman
Sayh al Uhaymir 260,23433,Valid,L6,460.13000,Found,01/01/2003 12:00:00 AM,20.63610,57.21410,"(20.6361, 57.2141)",Oman
Sayh al Uhaymir 261,23434,Valid,L3,499.44000,Found,01/01/2002 12:00:00 AM,20.66843,57.15937,"(20.66843, 57.15937)",Oman
Sayh al Uhaymir 262,23435,Valid,L6,1069.50000,Found,01/01/2003 12:00:00 AM,20.63642,57.28727,"(20.63642, 57.28727)",Oman
Sayh al Uhaymir 263,23436,Valid,H5,400.80000,Found,01/01/2002 12:00:00 AM,20.69528,57.18323,"(20.69528, 57.18323)",Oman
Sayh al Uhaymir 264,23437,Valid,LL6,3548.08000,Found,01/01/2002 12:00:00 AM,20.69617,57.19490,"(20.69617, 57.1949)",Oman
Sayh al Uhaymir 265,23438,Valid,H4-6,6289.88000,Found,01/01/2002 12:00:00 AM,20.70653,57.18392,"(20.70653, 57.18392)",Oman
Sayh al Uhaymir 266,23439,Valid,H5,25014.00000,Found,01/01/2002 12:00:00 AM,20.70713,57.18317,"(20.70713, 57.18317)",Oman
Sayh al Uhaymir 267,23440,Valid,L6,223.00000,Found,01/01/2002 12:00:00 AM,20.72205,57.21013,"(20.72205, 57.21013)",Oman
Sayh al Uhaymir 268,23441,Valid,H4-6,71.10000,Found,01/01/2002 12:00:00 AM,20.72628,57.15972,"(20.72628, 57.15972)",Oman
Sayh al Uhaymir 269,23442,Valid,H4-5,1033.00000,Found,01/01/2003 12:00:00 AM,20.72777,57.18842,"(20.72777, 57.18842)",Oman
Sayh al Uhaymir 270,23443,Valid,H4-6,43508.20000,Found,01/01/2003 12:00:00 AM,20.72918,57.18900,"(20.72918, 57.189)",Oman
Sayh al Uhaymir 271,23444,Valid,H4,314.63000,Found,01/01/2002 12:00:00 AM,20.76885,57.26002,"(20.76885, 57.26002)",Oman
Sayh al Uhaymir 272,23445,Valid,H5,7563.00000,Found,01/01/2003 12:00:00 AM,20.78667,57.21405,"(20.78667, 57.21405)",Oman
Sayh al Uhaymir 273,23446,Valid,L6,97.45000,Found,01/01/2003 12:00:00 AM,20.79028,57.19408,"(20.79028, 57.19408)",Oman
Sayh al Uhaymir 274,23447,Valid,L4,56.75000,Found,01/01/2002 12:00:00 AM,20.81310,57.33018,"(20.8131, 57.33018)",Oman
Sayh al Uhaymir 275,23448,Valid,H6,303.23000,Found,01/01/2002 12:00:00 AM,20.94495,57.35585,"(20.94495, 57.35585)",Oman
Sayh al Uhaymir 276,23449,Valid,H6,286.41000,Found,01/01/2002 12:00:00 AM,20.10017,56.83775,"(20.10017, 56.83775)",Oman
Sayh al Uhaymir 277,23450,Valid,H6,11643.00000,Found,01/01/2002 12:00:00 AM,20.16658,57.07545,"(20.16658, 57.07545)",Oman
Sayh al Uhaymir 278,23451,Valid,L5,27860.80000,Found,01/01/2002 12:00:00 AM,21.26172,57.17887,"(21.26172, 57.17887)",Oman
Sayh al Uhaymir 279,23452,Valid,L6,79.56000,Found,01/01/2003 12:00:00 AM,21.04455,57.27350,"(21.04455, 57.2735)",Oman
Sayh al Uhaymir 280,23453,Valid,H4,193.02000,Found,01/01/2002 12:00:00 AM,21.06260,57.31252,"(21.0626, 57.31252)",Oman
Sayh al Uhaymir 281,23454,Valid,EH3,162.56000,Found,01/01/2001 12:00:00 AM,21.00000,57.20000,"(21.0, 57.2)",Oman
Sayh al Uhaymir 282,34005,Valid,L~6,9.60000,Found,01/01/2004 12:00:00 AM,20.99245,57.32330,"(20.99245, 57.3233)",Oman
Sayh al Uhaymir 283,34006,Valid,H~5,70.50000,Found,01/01/2004 12:00:00 AM,21.04753,57.31763,"(21.04753, 57.31763)",Oman
Sayh al Uhaymir 284,34007,Valid,H~4,253.90000,Found,01/01/2004 12:00:00 AM,21.11363,56.81103,"(21.11363, 56.81103)",Oman
Sayh al Uhaymir 285,34008,Valid,H5,9.30000,Found,01/01/2004 12:00:00 AM,21.06890,57.31327,"(21.0689, 57.31327)",Oman
Sayh al Uhaymir 286,34009,Valid,H~4,2.60000,Found,01/01/2004 12:00:00 AM,21.00295,57.32363,"(21.00295, 57.32363)",Oman
Sayh al Uhaymir 287,34010,Valid,H5,373.00000,Found,01/01/2004 12:00:00 AM,20.52693,57.13433,"(20.52693, 57.13433)",Oman
Sayh al Uhaymir 288,34011,Valid,L~5,201.10000,Found,01/01/2004 12:00:00 AM,20.52740,57.13517,"(20.5274, 57.13517)",Oman
Sayh al Uhaymir 289,34012,Valid,H4/5,3.00000,Found,01/01/2004 12:00:00 AM,21.00382,57.26387,"(21.00382, 57.26387)",Oman
Sayh al Uhaymir 290,32488,Valid,CH3,1796.00000,Found,01/01/2004 12:00:00 AM,21.07544,57.14703,"(21.07544, 57.14703)",Oman
Sayh al Uhaymir 291,34040,Valid,L4,259.00000,Found,01/01/2004 12:00:00 AM,20.60040,57.16395,"(20.6004, 57.16395)",Oman
Sayh al Uhaymir 292,34041,Valid,H5,387.00000,Found,01/01/2004 12:00:00 AM,20.60342,57.16427,"(20.60342, 57.16427)",Oman
Sayh al Uhaymir 293,34042,Valid,H5,613.00000,Found,01/01/2004 12:00:00 AM,20.60837,57.16007,"(20.60837, 57.16007)",Oman
Sayh al Uhaymir 294,34043,Valid,H4/5,168.50000,Found,01/01/2004 12:00:00 AM,21.04395,56.96500,"(21.04395, 56.965)",Oman
Sayh al Uhaymir 295,34044,Valid,L5,4780.00000,Found,01/01/2004 12:00:00 AM,21.00987,57.03862,"(21.00987, 57.03862)",Oman
Sayh al Uhaymir 296,34045,Valid,L~5,190.50000,Found,01/01/2004 12:00:00 AM,20.79367,57.17375,"(20.79367, 57.17375)",Oman
Sayh al Uhaymir 297,34046,Valid,H~5,1.60000,Found,01/01/2004 12:00:00 AM,20.99838,57.31972,"(20.99838, 57.31972)",Oman
Sayh al Uhaymir 298,34047,Valid,H5,221.50000,Found,01/01/2004 12:00:00 AM,20.79087,57.18352,"(20.79087, 57.18352)",Oman
Sayh al Uhaymir 299,34048,Valid,L5,191.10000,Found,01/01/2004 12:00:00 AM,21.06858,57.30132,"(21.06858, 57.30132)",Oman
Sayh al Uhaymir 300,34049,Valid,Lunar,152.60000,Found,01/01/2000 12:00:00 AM,21.00656,57.33442,"(21.006556, 57.334417)",Oman
Sayh al Uhaymir 301,34050,Valid,H/L4,32.50000,Found,01/01/2004 12:00:00 AM,21.05613,57.29243,"(21.05613, 57.29243)",Oman
Sayh al Uhaymir 302,34051,Valid,L6,15.70000,Found,01/01/2004 12:00:00 AM,21.05960,57.28343,"(21.0596, 57.28343)",Oman
Sayh al Uhaymir 303,34052,Valid,L4/5,10.20000,Found,01/01/2004 12:00:00 AM,21.06242,57.27580,"(21.06242, 57.2758)",Oman
Sayh al Uhaymir 304,34053,Valid,L6,20.20000,Found,01/01/2004 12:00:00 AM,21.06985,57.26393,"(21.06985, 57.26393)",Oman
Sayh al Uhaymir 305,34054,Valid,L5,51.10000,Found,01/01/2004 12:00:00 AM,20.59833,57.16323,"(20.59833, 57.16323)",Oman
Sayh al Uhaymir 306,34055,Valid,LL~5,3.80000,Found,01/01/2004 12:00:00 AM,21.00825,57.33270,"(21.00825, 57.3327)",Oman
Sayh al Uhaymir 307,34056,Valid,L~6,1.20000,Found,01/01/2004 12:00:00 AM,21.00295,57.32738,"(21.00295, 57.32738)",Oman
Sayh al Uhaymir 308,34057,Valid,L5,313.00000,Found,01/01/2004 12:00:00 AM,21.06417,57.29887,"(21.06417, 57.29887)",Oman
Sayh al Uhaymir 309,34536,Valid,L6,714.00000,Found,01/01/2005 12:00:00 AM,20.92767,57.28233,"(20.92767, 57.28233)",Oman
Sayh al Uhaymir 310,34537,Valid,L6,94.00000,Found,01/01/2001 12:00:00 AM,21.20000,57.10000,"(21.2, 57.1)",Oman
Sayh al Uhaymir 311,34538,Valid,H4,214.00000,Found,01/01/2004 12:00:00 AM,21.00167,57.31167,"(21.00167, 57.31167)",Oman
Sayh al Uhaymir 312,34539,Valid,L6,278.00000,Found,01/01/2004 12:00:00 AM,20.61167,56.75500,"(20.61167, 56.755)",Oman
Sayh al Uhaymir 313,34540,Valid,H4,412.00000,Found,01/01/2004 12:00:00 AM,20.68000,56.81500,"(20.68, 56.815)",Oman
Sayh al Uhaymir 314,34541,Valid,H5,4.00000,Found,01/01/2004 12:00:00 AM,21.01167,57.31167,"(21.01167, 57.31167)",Oman
Sayh al Uhaymir 315,34542,Valid,H6,6.00000,Found,01/01/2004 12:00:00 AM,21.01333,57.31500,"(21.01333, 57.315)",Oman
Sayh al Uhaymir 316,34543,Valid,L4,10.00000,Found,01/01/2004 12:00:00 AM,21.00500,57.31167,"(21.005, 57.31167)",Oman
Sayh al Uhaymir 317,34544,Valid,H5,8.00000,Found,01/01/2004 12:00:00 AM,20.99500,57.32667,"(20.995, 57.32667)",Oman
Sayh al Uhaymir 318,34545,Valid,H5,70.00000,Found,01/01/2004 12:00:00 AM,20.99833,57.31167,"(20.99833, 57.31167)",Oman
Sayh al Uhaymir 319,34546,Valid,H5,550.00000,Found,01/01/2004 12:00:00 AM,21.09000,57.25833,"(21.09, 57.25833)",Oman
Sayh al Uhaymir 320,34547,Valid,H6,18.00000,Found,01/01/2004 12:00:00 AM,21.07500,57.26333,"(21.075, 57.26333)",Oman
Sayh al Uhaymir 321,34548,Valid,L5,220.00000,Found,01/01/2004 12:00:00 AM,21.09833,57.27833,"(21.09833, 57.27833)",Oman
Sayh al Uhaymir 322,34549,Valid,H5,468.00000,Found,01/01/2005 12:00:00 AM,21.06000,57.29667,"(21.06, 57.29667)",Oman
Sayh al Uhaymir 323,34550,Valid,H6,112.00000,Found,01/01/2001 12:00:00 AM,20.99667,57.33000,"(20.99667, 57.33)",Oman
Sayh al Uhaymir 324,34551,Valid,H/L6,42.00000,Found,01/01/2002 12:00:00 AM,20.99667,57.31667,"(20.99667, 57.31667)",Oman
Sayh al Uhaymir 325,34552,Valid,H5,76.00000,Found,01/01/2004 12:00:00 AM,21.00500,57.32500,"(21.005, 57.325)",Oman
