name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Buckley Island 10930,56774,Valid,L6,374.5,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10932,56775,Valid,L6,879.9,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10933,56776,Valid,CR2,486,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10934,56777,Valid,L6,472.2,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10935,56778,Valid,L6,362.4,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10936,56779,Valid,L5,335.2,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10937,56780,Valid,L6,234.6,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10938,56781,Valid,L5,288,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10939,56782,Valid,L6,143.9,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10940,56783,Valid,H6,161.7,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10941,56784,Valid,L6,118.8,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10942,56785,Valid,L6,95.4,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10943,53893,Valid,CO3,27.8,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10944,53894,Valid,CK4,39.7,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10945,56786,Valid,H6,80.3,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10946,56787,Valid,L5,28.3,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10947,56788,Valid,H5,47.2,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10948,56789,Valid,L6,41.6,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10949,56790,Valid,L6,22.6,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10950,56791,Valid,H6,10.3,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10951,56792,Valid,L6,26.1,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10952,56793,Valid,L6,5.8,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10953,56794,Valid,H4,7.9,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10954,56795,Valid,L6,22.7,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10955,56796,Valid,L6,15.1,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10956,56797,Valid,H5,20.4,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10957,56798,Valid,L6,4.9,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10958,53895,Valid,LL6,0.1,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Buckley Island 10959,53896,Valid,H6,0.3,Found,01/01/2010 12:00:00 AM,0,0,"(0.0, 0.0)"
Caleta el Cobre 001,54446,Valid,H6,9,Found,01/01/2010 12:00:00 AM,-24.266,-70.03333,"(-24.266, -70.03333)"
Caleta el Cobre 002,54620,Valid,H6,18,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 003,54621,Valid,H5,338,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 004,54622,Valid,H5,254,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 005,54623,Valid,H5,193,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 006,54624,Valid,L6,179,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 007,54625,Valid,L6,24,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 008,54626,Valid,H6,15,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 009,54627,Valid,L4,95,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 010,54628,Valid,L4,47,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 011,54629,Valid,L6,32,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 012,54630,Valid,L4,17,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 013,54631,Valid,L4,105,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 014,54632,Valid,H4,20,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 015,54633,Valid,L6,115,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 016,54634,Valid,H5,34,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 017,54635,Valid,H5,41,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 018,54829,Valid,H5,6,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 019,54830,Valid,H6,1.1,Found,01/01/2010 12:00:00 AM,-24.25,-70.51667,"(-24.25, -70.51667)"
Catalina 002,55756,Valid,LL3,61.1,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 004,56279,Valid,Mesosiderite,37.5,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 005,56671,Valid,H4,228,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 006,56672,Valid,H5/6,19.5,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 007,56673,Valid,H4,11.9,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 008,57172,Valid,CO3,98,Found,01/01/2011 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 009,57173,Valid,CR2,5.2,Found,01/01/2012 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 010,57176,Valid,L~5,329,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 011,57177,Valid,H~5,573,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 012,57178,Valid,H6,225,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 013,57179,Valid,H4,428,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 014,57180,Valid,H4,191,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 016,57182,Valid,H4,647,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 017,57183,Valid,H5,426,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 018,57184,Valid,L6,1018,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 019,57185,Valid,H4,3191,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 020,57186,Valid,L6,2084,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 027,57295,Valid,L6,2408,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 028,57296,Valid,H5,4993,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 029,57297,Valid,H~5,169,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 030,57298,Valid,H~5,214,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 031,57299,Valid,L~6,1178,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 032,57300,Valid,H4,1107,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 033,57301,Valid,L~6,211,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 034,57327,Valid,LL5,20,Found,01/01/2010 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 035,57328,Valid,H~5,904,Found,01/01/2011 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 036,57329,Valid,H~5,42,Found,01/01/2011 12:00:00 AM,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Cook 012,54926,Valid,H4,6.6,Found,01/01/2010 12:00:00 AM,-30.91378,130.90386,"(-30.91378, 130.90386)"
Cook 013,54927,Valid,H6,46.8,Found,01/01/2010 12:00:00 AM,-30.94775,130.90858,"(-30.94775, 130.90858)"
Dar al Gani 1059,56098,Valid,H6,1470,Found,01/01/2010 12:00:00 AM,28.28767,15.49467,"(28.28767, 15.49467)"
Dar al Gani 1060,56412,Valid,Eucrite,310,Found,01/01/2010 12:00:00 AM,26.9195,16.657,"(26.9195, 16.657)"
Dar al Gani 1061,56304,Valid,Ureilite,207,Found,01/01/2010 12:00:00 AM,27.23017,16.48833,"(27.23017, 16.48833)"
Dhofar 1576,51864,Valid,L5,7700,Found,01/01/2010 12:00:00 AM,18.51667,54.23333,"(18.51667, 54.23333)"
Dhofar 1612,52637,Valid,CV3,124,Found,01/01/2010 12:00:00 AM,18.58333,54.13333,"(18.58333, 54.13333)"
Dhofar 1627,54672,Valid,Lunar (feldsp. breccia),86.1,Found,01/01/2010 12:00:00 AM,19.01075,54.53743,"(19.01075, 54.53743)"
Dhofar 1643,55519,Valid,L6,122.2,Found,01/01/2011 12:00:00 AM,19.28967,54.55092,"(19.28967, 54.55092)"
Dhofar 1644,55520,Valid,H6,11.8,Found,01/01/2011 12:00:00 AM,18.95108,54.51506,"(18.95108, 54.51506)"
Dhofar 1645,55521,Valid,H6,48.5,Found,01/01/2011 12:00:00 AM,18.91567,54.49519,"(18.91567, 54.49519)"
Dhofar 1646,55522,Valid,L6,66.9,Found,01/01/2011 12:00:00 AM,18.93672,54.476,"(18.93672, 54.476)"
Dhofar 1647,55565,Valid,H6,444,Found,01/01/2011 12:00:00 AM,19.13703,54.82478,"(19.13703, 54.82478)"
Dhofar 1648,55566,Valid,LL5/6,262,Found,01/01/2011 12:00:00 AM,19.17098,54.69008,"(19.17098, 54.69008)"
Dhofar 1649,55567,Valid,L6,143,Found,01/01/2011 12:00:00 AM,19.04562,54.58178,"(19.04562, 54.58178)"
Dhofar 1650,55568,Valid,H6,930,Found,01/01/2011 12:00:00 AM,19.05822,54.57192,"(19.05822, 54.57192)"
Dhofar 1651,55569,Valid,L6,2170,Found,01/01/2011 12:00:00 AM,18.99227,54.47117,"(18.99227, 54.47117)"
Dhofar 1652,55570,Valid,L6,800,Found,01/01/2011 12:00:00 AM,18.72397,54.5406,"(18.72397, 54.5406)"
Dhofar 1653,55571,Valid,H6,2724,Found,01/01/2011 12:00:00 AM,18.5979,54.45062,"(18.5979, 54.45062)"
Dhofar 1654,55572,Valid,L5,50000,Found,01/01/2011 12:00:00 AM,18.67877,54.2876,"(18.67877, 54.2876)"
Dhofar 1655,55573,Valid,L6,1218,Found,01/01/2011 12:00:00 AM,18.39778,54.49128,"(18.39778, 54.49128)"
Dhofar 1656,55574,Valid,L6,420,Found,01/01/2011 12:00:00 AM,18.3347,54.4026,"(18.3347, 54.4026)"
Dhofar 1657,55575,Valid,H6,883,Found,01/01/2011 12:00:00 AM,18.36015,54.39437,"(18.36015, 54.39437)"
Dhofar 1658,55576,Valid,LL6,3150,Found,01/01/2011 12:00:00 AM,18.35967,54.40705,"(18.35967, 54.40705)"
Dhofar 1659,55577,Valid,L6,3695,Found,01/01/2011 12:00:00 AM,18.36002,54.40972,"(18.36002, 54.40972)"
Dhofar 1660,55578,Valid,L6,256,Found,01/01/2011 12:00:00 AM,18.88617,54.46905,"(18.88617, 54.46905)"
Dhofar 1661,55579,Valid,H6,63,Found,01/01/2011 12:00:00 AM,18.9914,54.68027,"(18.9914, 54.68027)"
Dhofar 1662,55580,Valid,H6,545,Found,01/01/2011 12:00:00 AM,19.1052,54.80602,"(19.1052, 54.80602)"
Dhofar 1663,55581,Valid,H5,422,Found,01/01/2011 12:00:00 AM,19.13905,54.87353,"(19.13905, 54.87353)"
Dhofar 1664,55582,Valid,H6,2266,Found,01/01/2011 12:00:00 AM,19.179,54.93267,"(19.179, 54.93267)"
Dhofar 1665,56380,Valid,L3,3687,Found,01/01/2011 12:00:00 AM,19.17277,54.92233,"(19.17277, 54.92233)"
Dhofar 1666,56381,Valid,L4,1300,Found,01/01/2011 12:00:00 AM,19.18085,54.9247,"(19.18085, 54.9247)"
Dhofar 1668,55603,Valid,Martian (shergottite),6.1,Found,01/01/2011 12:00:00 AM,18.322,54.148,"(18.322, 54.148)"
Dhofar 1669,55753,Valid,Lunar (feldsp. breccia),3.3,Found,01/01/2010 12:00:00 AM,18.425,54.158,"(18.425, 54.158)"
Dhofar 1670,56096,Valid,H4,590.1,Found,01/01/2011 12:00:00 AM,18.53958,54.57358,"(18.53958, 54.57358)"
Dhofar 1671,56105,Valid,CV3,40.8,Found,01/01/2011 12:00:00 AM,18.86958,54.22956,"(18.86958, 54.22956)"
Dhofar 1672,56097,Valid,L4,7.49,Found,01/01/2011 12:00:00 AM,18.73244,54.37936,"(18.73244, 54.37936)"
Dhofar 1673,56106,Valid,Lunar (feldsp. breccia),15.1,Found,01/01/2011 12:00:00 AM,18.71122,54.160306,"(18.71122, 54.160306)"
Dhofar 1674,56164,Valid,Martian (shergottite),49.2,Found,01/01/2010 12:00:00 AM,18.317,54.202,"(18.317, 54.202)"
Dhofar 1676,56182,Valid,H4,13.23,Found,01/01/2011 12:00:00 AM,19.43382,54.69043,"(19.43382, 54.69043)"
Dhofar 1677,56183,Valid,H5,4388,Found,01/01/2011 12:00:00 AM,19.36518,54.51565,"(19.36518, 54.51565)"
Dhofar 1678,56184,Valid,H6,13.02,Found,01/01/2011 12:00:00 AM,19.36222,54.51893,"(19.36222, 54.51893)"
Dhofar 1679,56185,Valid,H4,184.3,Found,01/01/2011 12:00:00 AM,19.37243,54.52335,"(19.37243, 54.52335)"
Dhofar 1680,56186,Valid,H4,29.2,Found,01/01/2011 12:00:00 AM,19.26465,54.49753,"(19.26465, 54.49753)"
Dhofar 1681,56187,Valid,H5,153,Found,01/01/2011 12:00:00 AM,19.2701,54.49733,"(19.2701, 54.49733)"
Dhofar 1682,56188,Valid,L6,9.22,Found,01/01/2011 12:00:00 AM,19.6457,54.24753,"(19.6457, 54.24753)"
Dhofar 1683,56189,Valid,H5,318.6,Found,01/01/2011 12:00:00 AM,19.65395,54.2377,"(19.65395, 54.2377)"
Dhofar 1684,56190,Valid,H5,199.9,Found,01/01/2011 12:00:00 AM,19.61972,54.14843,"(19.61972, 54.14843)"
Dhofar 1685,56191,Valid,H5,769.3,Found,01/01/2011 12:00:00 AM,19.61977,54.14807,"(19.61977, 54.14807)"
Dhofar 1686,56192,Valid,H4,188.6,Found,01/01/2011 12:00:00 AM,19.55838,54.12582,"(19.55838, 54.12582)"
Dhofar 1687,56193,Valid,L6,394.6,Found,01/01/2011 12:00:00 AM,18.0901,54.08788,"(18.0901, 54.08788)"
Dhofar 1688,56194,Valid,L5,52.5,Found,01/01/2011 12:00:00 AM,18.18535,54.269,"(18.18535, 54.269)"
Dhofar 1689,56195,Valid,H5,22.3,Found,01/01/2011 12:00:00 AM,18.188,54.2698,"(18.188, 54.2698)"
Dhofar 1690,56196,Valid,H5,700.5,Found,01/01/2011 12:00:00 AM,18.20358,54.29502,"(18.20358, 54.29502)"
Dhofar 1691,56197,Valid,H5-6,105.5,Found,01/01/2011 12:00:00 AM,18.21135,54.2995,"(18.21135, 54.2995)"
Dhofar 1692,56198,Valid,L6,1568,Found,01/01/2011 12:00:00 AM,18.38863,54.5411,"(18.38863, 54.5411)"
Dhofar 1693,56199,Valid,L4,1049,Found,01/01/2011 12:00:00 AM,18.46253,54.65335,"(18.46253, 54.65335)"
Dhofar 1694,56319,Valid,H6,740,Found,01/01/2010 12:00:00 AM,19.10978,54.81697,"(19.10978, 54.81697)"
Dhofar 1695,56320,Valid,H6,326,Found,01/01/2010 12:00:00 AM,19.09578,54.80188,"(19.09578, 54.80188)"
Dhofar 1696,56321,Valid,H6,936,Found,01/01/2010 12:00:00 AM,19.14333,54.65583,"(19.14333, 54.65583)"
Dhofar 1697,56322,Valid,H6,387,Found,01/01/2010 12:00:00 AM,19.06252,54.55953,"(19.06252, 54.55953)"
Dhofar 1698,56323,Valid,H6,450,Found,01/01/2010 12:00:00 AM,18.92783,54.60623,"(18.92783, 54.60623)"
Dhofar 1699,56324,Valid,H4,172,Found,01/01/2010 12:00:00 AM,18.94895,54.68008,"(18.94895, 54.68008)"
Dhofar 1700,56325,Valid,L6,39000,Found,01/01/2010 12:00:00 AM,18.86622,54.67967,"(18.86622, 54.67967)"
Dhofar 1701,56326,Valid,H5,984,Found,01/01/2010 12:00:00 AM,18.52065,54.47985,"(18.52065, 54.47985)"
Dhofar 1702,56327,Valid,H6,537,Found,01/01/2010 12:00:00 AM,18.72892,54.37255,"(18.72892, 54.37255)"
Dhofar 1703,56328,Valid,H6,193,Found,01/01/2010 12:00:00 AM,19.11453,54.81357,"(19.11453, 54.81357)"
Dhofar 1704,56329,Valid,L6,128,Found,01/01/2010 12:00:00 AM,18.91455,54.47293,"(18.91455, 54.47293)"
Dhofar 1705,56330,Valid,L6,319,Found,01/01/2010 12:00:00 AM,19.03582,54.50745,"(19.03582, 54.50745)"
Dhofar 1706,56331,Valid,L6,589,Found,01/01/2010 12:00:00 AM,19.01508,54.57903,"(19.01508, 54.57903)"
Dhofar 1707,56332,Valid,L6,463,Found,01/01/2010 12:00:00 AM,18.87403,54.4807,"(18.87403, 54.4807)"
Dhofar 1708,56333,Valid,H5,124,Found,01/01/2010 12:00:00 AM,18.99178,54.59548,"(18.99178, 54.59548)"
Dhofar 1710,56334,Valid,H6,800,Found,01/01/2010 12:00:00 AM,18.61798,54.27775,"(18.61798, 54.27775)"
Dhofar 1711,56335,Valid,LL6,295,Found,01/01/2010 12:00:00 AM,18.65073,54.69992,"(18.65073, 54.69992)"
Dhofar 1712,56336,Valid,L6,240,Found,01/01/2010 12:00:00 AM,18.29658,54.14983,"(18.29658, 54.14983)"
Dhofar 1713,56337,Valid,L6,73,Found,01/01/2010 12:00:00 AM,18.65147,54.69853,"(18.65147, 54.69853)"
Dhofar 1714,56338,Valid,L6,562,Found,01/01/2010 12:00:00 AM,18.98073,54.6486,"(18.98073, 54.6486)"
Dhofar 1715,56339,Valid,H6,81,Found,01/01/2010 12:00:00 AM,19.05502,54.54472,"(19.05502, 54.54472)"
Dhofar 1716,56340,Valid,H5,1540,Found,01/01/2010 12:00:00 AM,18.91025,54.63185,"(18.91025, 54.63185)"
Dhofar 1717,57431,Valid,L3,211,Found,01/01/2010 12:00:00 AM,19.08188,54.71472,"(19.08188, 54.71472)"
Dhofar 1718,56341,Valid,H6,75,Found,01/01/2010 12:00:00 AM,19.13873,54.66188,"(19.13873, 54.66188)"
Dhofar 1719,56342,Valid,L6,461,Found,01/01/2010 12:00:00 AM,18.97752,54.62923,"(18.97752, 54.62923)"
Dhofar 1720,56343,Valid,L6,168,Found,01/01/2010 12:00:00 AM,19.12132,54.82375,"(19.12132, 54.82375)"
Dhofar 1721,56344,Valid,H5,238,Found,01/01/2010 12:00:00 AM,18.95435,54.6369,"(18.95435, 54.6369)"
Dhofar 1722,56345,Valid,H5,25000,Found,01/01/2010 12:00:00 AM,19.08188,54.71472,"(19.08188, 54.71472)"
Dhofar 1723,56346,Valid,H6,536,Found,01/01/2010 12:00:00 AM,18.98955,54.68367,"(18.98955, 54.68367)"
Dhofar 1724,56347,Valid,H4,1768,Found,01/01/2010 12:00:00 AM,19.30085,54.83333,"(19.30085, 54.83333)"
Dhofar 1725,57432,Valid,L5,263,Found,01/01/2011 12:00:00 AM,19.18687,54.8817,"(19.18687, 54.8817)"
Dhofar 1726,56423,Valid,H3,1050,Found,01/01/2011 12:00:00 AM,19.1823,54.88755,"(19.1823, 54.88755)"
